openalex_author_id,display_name,last_name,year,literature_id,pdf_found,pdf_path,affiliation_extracted,geocode_success,geocode_display_name,note
https://openalex.org/A5013456372,Melissa Scheel Dalmau,Dalmau,2020,29258,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2020/Dalmau.etal.2020.Presencia de la raya chupare del Pacífico Styracura.pdf,,False,,affiliation not found in header
https://openalex.org/A5060718221,André Paulo Corrêa de Carvalho,Carvalho,2020,30762,False,,,False,,no PDF found
https://openalex.org/A5062379251,Christine Legaspi,Legaspi,2020,29348,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2020/Legaspi.etal.2020.In-water observations highlight the effects of provisioning.pdf,"Large Marine Vertebrates Research Institute Philippines, Cagulada Compound, Brgy. Tejero,, Jagna, Bohol 6308, Philippines",True,"Jagna, Port of Jagna, Poblacion, Jagna, Bohol, Central Visayas, 6308, Philippines",ok
https://openalex.org/A5019741603,Igor Isajlović,Isajlović,2020,29303,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2020/Isajlovic.etal.2020.Additional records of Norwegian skate Dipturus nidarosiensis Storm.pdf,"Institute of Oceanography and Fisheries, Šetalište Ivana Meštrovića 63, 21000 Split, Croatia",True,"Institut za oceanografiju i ribarstvo, Šetalište Marina Tartaglie, Gradski kotar Meje, Split, Grad Split, Splitsko-dalmatinska županija, 21211, Hrvatska",ok
https://openalex.org/A5069022194,Laura Mannocci,Mannocci,2020,29400,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2020/Mannocci.etal.2020.Predicting bycatch hotspots in tropical tuna purse seine.pdf,"objects (FOBs) for catching tuna schools, leading to the bycatch of other species associated, with these objects. Bycatch under ﬂoating objects is dominated by ﬁve species, including, the vulnerable silky shark Carcharhinus falciformis and four bony ﬁshes (oceanic triggerﬁsh",False,,geocode failed
https://openalex.org/A5112771709,J. Matías Braccini,Braccini,2020,29398,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2020/Braccini.etal.2020.Limitations on inferring shark vulnerability from spatial habitat.pdf,,False,,affiliation not found in header
https://openalex.org/A5008823751,Jongbin Park,Park,2020,29063,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2020/Park.etal.2020.Changes in the Microbial Community of the Mottled.pdf,,False,,affiliation not found in header
https://openalex.org/A5044893549,Jim Gelsleichter,Gelsleichter,2020,29484,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2020/Gelsleichter.etal.2020.Elevated accumulation of the toxic metal mercury in.pdf,,False,,affiliation not found in header
https://openalex.org/A5054020273,Lisa B. Whitenack,Whitenack,2019,26266,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2019/Whitenack.etal.2019.Untangling the contribution of characters to evolutionary.pdf,"Department of Biology, Allegheny College, Meadville, PA, USA; bDepartment of Ecology, Evolution and Environmental, Biology, Columbia University, New York, NY, USA",True,"Department of Biology, Καίσαρα Αλεξοπούλου, Ζωγράφου, Αθήνα, Δήμος Ζωγράφου, Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκηση Αττικής, 157 01, Ελλάς",ok
https://openalex.org/A5050802413,N. Downing,Downing,2019,26527,True,"/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2019/Downing.etal.2019.Smalltooth sawfish (Pristis pectinata Latham, 1794) in the.pdf",,False,,affiliation not found in header
https://openalex.org/A5028930483,Walaa M. Shaban,Shaban,2019,29549,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2019/Shaban.etal.2019.New records conservation status pectoral fin descript eight.pdf,"Zoology Department, Marine Biology and Fish Sciences section, Faculty of Science,, Al-Azhar University, Cairo, Egypt, Corresponding author:",True,"Zoology Department, University Road, Sindh Colony, Aundh, Pune, Pune City Subdistrict, Pune, Maharashtra, 411027, India",ok
https://openalex.org/A5057259909,Toby S. Daly‐Engel,Daly‐Engel,2019,26082,False,,,False,,no PDF found
https://openalex.org/A5006165908,Walter Landini,Landini,2019,26478,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2019/Landini.etal.2019.The early Miocene elasmobranch assemblage from Zamaca.pdf,"Dipartimento di Scienze della Terra, Università di Pisa, via Santa Maria 53, 56126, Pisa, Italy, Scuola di Scienze e Tecnologie, Università di Camerino, via Gentile III da Varano, 62032, Camerino, Italy, c",True,"Dipartimento di Informatica, Via Filippo Buonarroti, San Francesco, Pisa, Toscana, 56127, Italia",ok
https://openalex.org/A5023908485,Samuel Shephard,Shephard,2019,27742,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2019/Shephard.etal.2019.Angling records track near extirpat angel shark Squatina.pdf,"Centre for Environment, Fisheries and Aquaculture Science, Lowestoft Laboratory, Pakefield Road, Lowestoft,, Suffolk NR33 0HT, UK",True,"Centre for Environment, College Road, Sandy Bay, Hobart, City of Hobart, Tasmania, 7005, Australia",ok
https://openalex.org/A5040601349,Bryan S. Vorbach,Vorbach,2019,27754,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2019/Vorbach.etal.2019.Multiple recurrent cutaneous masses in a cownose ray.pdf,"Department of Molecular and Comparative Pathobiology, Johns Hopkins School of Medicine, Baltimore, Maryland",True,"Baltimore, Maryland, United States",ok
https://openalex.org/A5001139443,Linda A. Kuhnz,Kuhnz,2019,27864,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2019/Kuhnz.etal.2019.In situ observations of deep-living skates in the.pdf,"Monterey Bay Aquarium Research Institute, 7700 Sandholdt Road, Moss Landing, CA, 95039, USA, Paciﬁc Shark Research Center, Moss Landing Marine Laboratories, 8272 Moss Landing Road, Moss Landing, CA, 95039, USA, Institute of Marine Sciences, University of California, Santa Cruz, CA, 95060, USA",True,"Monterey Bay Aquarium Research Institute, 7700, Sandholdt Road, Monterey County, California, 95039, United States",ok
https://openalex.org/A5024419188,Marianne Nyegaard,Nyegaard,2019,27709,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2019/Nyegaard.etal.2019.Tiger shark predation on large ocean sunfishes Family.pdf,"Auckland War Memorial Museum Tamaki Paenga Hira, Natural, Sciences, The Domain, Private bag 92018, Victoria Street West,, Auckland 1142, New Zealand",True,"1142, Clevedon-Kawakawa Road, Kawakawa Bay, Papakura, Auckland, 2585, New Zealand / Aotearoa",ok
https://openalex.org/A5097215517,Mario Jaime,Jaime,2019,27658,False,,,False,,no PDF found
https://openalex.org/A5012499563,Daniel Alves dos Santos,Santos,2019,27733,True,"/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2019/Santos.etal.2019.Societal perception, impacts and judgment values about.pdf","Aquáticos Continentais (PEA), Universidade Estadual de, Maringá, Av. Colombo, 5790, Bloco G-90, Maringá, PR,, Brazil",True,"Universidade Estadual, Avenida Edivar Santana, Conj. Hab. Parque Leste, Oeiras, Região Geográfica Imediata de Oeiras, Região Geográfica Intermediária de Picos, Piauí, Região Nordeste, 64500-000, Brasil",ok
https://openalex.org/A5070885874,Charles L. Powell,Powell,2019,28250,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2019/Powell.etal.2019.Geology and Paleontology of the Late Miocene Wilson.pdf,"U.S. Department of the Interior, U.S. Geological Survey",True,"Department of the Interior, 3434, Northwest Federal Highway, Jensen Beach, Martin County, Florida, 34957, United States",ok
https://openalex.org/A5109446219,Cassino Beach,Beach,2019,27944,False,,,False,,no PDF found
https://openalex.org/A5029414780,Diogo Martins Nunes,Nunes,2019,27893,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2019/Nunes.etal.2019.Survivor species caught longline tuna fishery western.pdf,,False,,affiliation not found in header
https://openalex.org/A5011921689,Gibbs Kuguru,Kuguru,2019,27895,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2019/Kuguru.etal.2019.Spatio-temporal genetic variation of juvenile smooth.pdf,"variation of juvenile smooth hammerhead sharks in South Africa, Marine Biology Research, DOI:, 1080/17451000.2019.1695058",True,"Rhoda and Jack Pritzker Marine Biology Research Center, 381, College Drive, Sarasota, Sarasota County, Florida, 34270, United States",ok
https://openalex.org/A5028236180,М. Г. Миних,Миних,2019,28342,False,,,False,,no PDF found
https://openalex.org/A5047720502,Catarina Vila Pouca,Pouca,2019,27398,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2019/Pouca.etal.2019.Quantity discrimination in Port Jackson sharks incubated.pdf,,False,,affiliation not found in header
https://openalex.org/A5010017732,John C. Montgomery,Montgomery,2019,27399,False,,,False,,no PDF found
https://openalex.org/A5073384683,COLLECTIVE ARTICLE,ARTICLE,2019,27418,False,,,False,,no PDF found
https://openalex.org/A5088330476,KA Lee,Lee,2019,27449,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2019/Lee.etal.2019.Environmental drivers of abundance and residency of a.pdf,,False,,affiliation not found in header
https://openalex.org/A5071657456,Katherine Torres-Palacios,Torres-Palacios,2019,27490,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2019/Torres-Palacios.etal.2019.Age and growth parameters of the Panamic stingray.pdf,,False,,affiliation not found in header
https://openalex.org/A5024249447,Michael K. Musyl,Musyl,2019,27539,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2019/Musyl.etal.2019.Meta-analysis of post-release fishing mortality in apex.pdf,,False,,affiliation not found in header
https://openalex.org/A5003545549,Florianne Marandel,Marandel,2019,27540,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2019/Marandel.etal.2019.Determining long-term changes in a skate assemblage with.pdf,,False,,affiliation not found in header
https://openalex.org/A5065144471,M. V. Borodavkina,Borodavkina,2019,27567,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2019/Borodavkina.etal.2019.About New Findings of the Greenland Shark Somniosus.pdf,"aInstitute of Environmental Engineering and Surveying (IEES), Moscow, Russia, bZoological Institute, Russian Academy of Sciences (ZIN RAS), St. Petersburg, Russia",True,"Санкт-Петербург, Северо-Западный федеральный округ, Россия",ok
https://openalex.org/A5022815859,Rikke Beckmann Dahl,Dahl,2019,27601,False,,,False,,no PDF found
https://openalex.org/A5027813059,Alejo J. Irigoyen,Irigoyen,2019,27628,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2019/Irigoyen.etal.2019.Habitat use seasonality and demography of the broadnose.pdf,,False,,affiliation not found in header
https://openalex.org/A5110381806,Michael Groß,Groß,2019,27632,False,,,False,,no PDF found
https://openalex.org/A5110613046,KJ Parton,Parton,2019,27639,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2019/Parton.etal.2019.Global review shark ray entangle anthropo marine debris.pdf,,False,,affiliation not found in header
https://openalex.org/A5058645661,Ross K. Daley,Daley,2019,27386,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2019/Daley.etal.2019.Simulation-based evaluation of reserve network performance.pdf,,False,,affiliation not found in header
https://openalex.org/A5076165235,D. Rees,Rees,2019,27384,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2019/Rees.etal.2019.De novo innovation allows shark parasitism and global.pdf,,False,,affiliation not found in header
https://openalex.org/A5007505919,Natacha M. S. Juste-Poinapen,Juste-Poinapen,2019,27350,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2019/JustePoinapen.etal.2019.Community profiling intestinal microbial community juvenile.pdf,"the 6th of December 2014. This study successfully establishes a baseline for future research., The scalloped hammerhead shark (SHS), Sphyrna lewini, is a circumglobally distributed large apex predator species, common to tropical and warm temperate coastal and semi-pelagic marine environments. Due to overfishing and",False,,geocode failed
https://openalex.org/A5036503939,Mahmoud M.S. Farrag,Farrag,2019,27318,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2019/Farrag.etal.2019.Marine biodiversity patterns off Alexandria area southeastern Mediterranean.pdf,"Zoology Department, Faculty of Science, Al-Azhar University,, Assiut, Egypt, e-mail:",True,"Zoology Department, University Road, Sindh Colony, Aundh, Pune, Pune City Subdistrict, Pune, Maharashtra, 411027, India",ok
https://openalex.org/A5086802477,Jay Y. S. Hodgson,Hodgson,2019,27061,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2019/Hodgson.etal.2019.A Simplified Bioenergetics Model of a Hammerhead Shark.pdf,"National Research Council, 2012). AAAS (2011) further identifies, ability to use quantitative reasoning and ability to use modeling and",True,"National Research Council, 1191, Rideau-Rockcliffe, Ottawa, Eastern Ontario, Ontario, Canada",ok
https://openalex.org/A5042918684,Kelsey Martin,Martin,2019,27152,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2019/Martin.etal.2019.Blacktip shark Carcharhinus limbatus presence at fishing.pdf,,False,,affiliation not found in header
https://openalex.org/A5087571114,Christos Michael Suriano,Suriano,2019,27159,True,"/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2019/Suriano.etal.2019.Inositol 1,4,5-triphosphate receptor is selectively.pdf","Biology Department, Wesleyan University, Middletown, CT, 06459, USA",True,"Biology Department, Danes Road, Victoria Park, Rusholme, Manchester, Greater Manchester, England, M14 5LB, United Kingdom",ok
https://openalex.org/A5056447261,Suk-Jung Choi,Choi,2019,27181,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2019/Choi.etal.2019.Complete mitochondrial DNA sequence of Raja pulchra from.pdf,"Laboratory of Microbial Genomics and Big Data, College of Animal Life Sciences, Kangwon National University, Chuncheon, Kangwon-do,, Republic of Korea; bDivision of Applied Animal Science, College of Animal Life Sciences, Kangwon National University, Chuncheon,, Kangwon-do, Republic of Korea; cDepartment of Animal Life Science, College of Animal Life Sciences, Kangwon National University,",True,"강원대학교, 공지로252번길, 효자동, 효자2동, 춘천시, 강원특별자치도, 24340, 대한민국",ok
https://openalex.org/A5001946383,Jean‐Baptiste Juhel,Juhel,2019,27188,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2019/Juhel.etal.2019.Isolation no-entry marine reserves mitigate anthropo.pdf,,False,,affiliation not found in header
https://openalex.org/A5024946036,В. В. Кузьмина,Кузьмина,2019,27219,False,,,False,,no PDF found
https://openalex.org/A5001049910,Thomas Morris,Morris,2019,27243,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2019/Morris.etal.2019.Parasite community structure as a predictor of host.pdf,"Department of Biological Sciences, University of Cape Town, Cape Town, South Africa, Fisheries Management Branch, Department of Agriculture, Forestry and Fisheries, Private Bag X2, Vlaeberg, 8012, South Africa, c",True,"Biyolojik Bilimler Bölümü, 5. Yol, Üniversiteler, Üniversiteler Mahallesi, Çankaya, Ankara, İç Anadolu Bölgesi, 06800, Türkiye",ok
https://openalex.org/A5088085829,María Cruz Sueiro,Sueiro,2019,26846,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2019/Sueiro.etal.2019.Seasonality of Immunological and Health-State Parameters of Wild.pdf,María Gabriela Palacios1,False,,geocode failed
https://openalex.org/A5081125716,Yu He Teng,Teng,2019,27294,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2019/Teng.etal.2019.First Cretaceous fish fauna from Malaysia.pdf,"SUCHADA KHAMHA,5 and GILLES CUNY 6",False,,geocode failed
https://openalex.org/A5060620433,Maria Cristina Follesa,Follesa,2019,29539,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2019/Follesa.etal.2019.Spatial variability of Chondrichthyes in the northern.pdf,"Department of Life and Environmental Science, University of Cagliari, Via T. Fiorelli 1, Cagliari, Italy., (MCF) (Corresponding author). E-mail:  ORCID iD:, (MFM) E-mail:  ORCID iD:",False,,geocode failed
https://openalex.org/A5058963482,Sarah Reid-Anderson,Reid-Anderson,2019,27031,False,,,False,,no PDF found
https://openalex.org/A5112399723,JE Trujillo,Trujillo,2019,27030,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2019/Trujillo.etal.2019.Sharks in the forest relationships between kelp.pdf,,False,,affiliation not found in header
https://openalex.org/A5040857790,Javier Guallart,Guallart,2019,27025,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2019/Guallart.etal.2019.New record of a sharpnose sevengill shark Heptranchias.pdf,,False,,affiliation not found in header
https://openalex.org/A5108775888,Rui Matsumoto,Matsumoto,2019,27277,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2019/Matsumoto.etal.2019.Sexual maturation in a male whale shark (Rhincodon.pdf,Okinawa Churashima Research Center,False,,geocode failed
https://openalex.org/A5108650694,Moteah Aideed,Aideed,2018,30509,False,,,False,,no PDF found
https://openalex.org/A5112745135,Cécile Berthe,Berthe,2018,27070,False,,,False,,no PDF found
https://openalex.org/A5005602508,Mohamed Mourad Ben Amor,Amor,2018,27019,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2018/Amor.etal.2018.Record of a critically endangered skate Leucoraja melitensis.pdf,"Institut National des Sciences et Technologies de la Mer,, port de pêche, 2025 La Goulette, Tunisia., Université de Tunis El Manar, Faculté des Sciences de Tunis,",True,"Institut National des Sciences et Technologies de la Mer (INSTM) Monastir, RR94, المنستير, المدينة 2, معتمدية المنستير, ولاية المنستير, 5000, تونس",ok
https://openalex.org/A5018777389,Marcelo Moreira de Carvalho,Carvalho,2018,26894,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2018/Carvalho.etal.2018.Ethnotaxonomy of sharks from tropical waters of Brazil.pdf,,False,,affiliation not found in header
https://openalex.org/A5013677860,Anne Lemahieu,Lemahieu,2018,26745,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2018/Lemahieu.etal.2017.Human-shark interactions The case study of Reunion island_Corrig.pdf,"Institut de Recherche pour le Développement (IRD), UMR 228 ESPACE-DEV, Sainte Clotilde, Réunion, France, Rhodes University, Departments of Anthropology and Ichthyology, Drosty Rd, Grahamstown, 6139, South Africa, Institut de Recherche pour le Développement (IRD), UMR MARBEC, Parc Technologique Universitaire, 2 Rue Joseph Wetzell, CS 41095, 97495, Ste Clotilde Cedex, La",True,"Institut de Recherche pour le Développement (IRD), Mark Shuttleworth, Innovation Hub, Tshwane Ward 82, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0087, South Africa",ok
https://openalex.org/A5025786999,Christine A. Ward‐Paige,Ward‐Paige,2018,26743,False,,,False,,no PDF found
https://openalex.org/A5053956842,Guy M. W. Stevens,Stevens,2018,26725,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2018/Stevens.etal.2018.Courtship and mating behaviour of manta rays Mobula.pdf,"the full text version. This is indicated by the licence information on the White Rose Research Online record, for the item., Takedown",True,"T Autocare Takedown, 1501, West Detroit Street, Broken Arrow, Tulsa, Oklahoma, 74012, United States",ok
https://openalex.org/A5079966969,Samuel R. R. Cross,Cross,2018,26641,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2018/Cross.etal.2018.Microvertebrates from the basal Rhaetian Bone Bed latest.pdf,"School of Earth Sciences, University of Bristol, Wills Memorial Building, Queens Road, Bristol BS8 1RJ, UK, Church Hill Road, Sutton, Surrey SM3 8NF, UK, Earth Sciences Department, The Natural History Museum, Cromwell Road, London SW7 5BD, UK",True,"School of Earth Sciences, SH10, Keri Bhosaga, Alanda taluku, Kalaburagi, Karnataka, 585367, India",ok
https://openalex.org/A5014211725,Mehmet Baki Yokeş,Yokeş,2018,27114,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2018/Yokes.etal.2018.New Mediterranean Biodiversity Records November 2018 21 First.pdf,"Enalia Physis Environmental Research Centre (ENALIA), Acropoleos 2, 2101 Aglanzia, Nicosia, Cyprus",True,"Λευκωσία, Δήμος Λευκωσίας, Επαρχία Λευκωσίας, Κύπρος, Κύπρος - Kıbrıs",ok
https://openalex.org/A5013453011,John P. Whiteman,Whiteman,2018,26775,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2018/Whiteman.etal.2018.Amino acid isotope discrimination factors for a carnivore.pdf,,False,,affiliation not found in header
https://openalex.org/A5061144853,D.P.N. De Silva,Silva,2018,26799,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2018/Silva.etal.2018.Transcriptomic analysis of immunoglobulin novel antigen.pdf,"Bioscience, Graduate School of Agricultural and Life Sciences, The University of Tokyo, 1-",True,"東京大学 柏キャンパス, 学融合の道, 柏の葉五丁目, 柏市, 千葉県, 277-8583, 日本",ok
https://openalex.org/A5073331546,Mariah O. Pfleger,Pfleger,2018,26389,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2018/Pfleger.etal.2018.Squalus clarkae sp nov a new dogfish shark.pdf,,False,,affiliation not found in header
https://openalex.org/A5090219740,Patrícia Charvet,Charvet,2018,26352,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2018/Charvet.etal.2018.Age and growth of the endemic Xingu River.pdf,,False,,affiliation not found in header
https://openalex.org/A5039161968,Sanjukta Manna,Manna,2018,26864,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2018/Manna.etal.2018.A New Genus of the Tetraphyllidean Cestodes from Dasyatis.pdf,,False,,affiliation not found in header
https://openalex.org/A5062882577,Guadalupe Quiterio-Rendon,Quiterio-Rendon,2018,26305,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2018/Quiterio-Rendon.etal.2018.Neonchocotyle violantei n sp Monogenea Hexabothriidae from Pseudobatos.pdf,,False,,affiliation not found in header
https://openalex.org/A5088352356,Francesco Guzzo,Guzzo,2018,26246,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2018/Guzzo.etal.2018.A New Fossil Vertebrate Locality of the Jetmore.pdf,"Francesco Guzzo¹ and Kenshu Shimada1-3, Department of Biological Sciences, DePaul University, Chicago, Illinois",True,"Biyolojik Bilimler Bölümü, 5. Yol, Üniversiteler, Üniversiteler Mahallesi, Çankaya, Ankara, İç Anadolu Bölgesi, 06800, Türkiye",ok
https://openalex.org/A5020257950,I Elhassan,Elhassan,2018,26250,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2018/Elhassan.etal.2018.Occurrence green sawfish Pristis zijsron Sudanese Red Sea.pdf,"University of Bahri, Fisheries Department, Khartoum, Sudan",True,"Bahri University - Faculty of Medicine, شارع احمد خير, الخرطوم, ولاية الخرطوم, 10934, السودان",ok
https://openalex.org/A5038393883,Scott M. Grant,Grant,2018,26260,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2018/Grant.etal.2018.Greenland shark (Somniosus microcephalus) feeding behavior on static.pdf,"Greenland Fisheries Research Institute, Tagensvej 135, 1, DK-2200 Copenhagen N, Denmark, and",True,"Denmark Town Hall, 3707, Roberts Road, Village of Copenhagen, Village of Carthage, Lewis County, New York, 13619, United States",ok
https://openalex.org/A5082516670,J. Reinhardt,Reinhardt,2018,26283,False,,,False,,no PDF found
https://openalex.org/A5085564087,Enrique Bernárdez,Bernárdez,2018,26330,True,"/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2018/Bernárdez.etal.2018.Truyolsodontos estauni n. gen., n. sp., Truyolsodontidae, a.pdf","Departamento de Geología, Universidad de Atacama, Avda. Copayapu 485, Copiapó, Atacama, Chile",True,"Departamento de Geología, 803, Plaza Ercilla, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8370403, Chile",ok
https://openalex.org/A5053455982,Manuel Biscoito,Biscoito,2018,26325,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2018/Biscoito.etal.2018.Annotated checklist of the fishes of the archipelago of.pdf,,False,,affiliation not found in header
https://openalex.org/A5009143264,Lea Lukšič,Lukšič,2018,26326,False,,,False,,no PDF found
https://openalex.org/A5090211457,KA Lee,Lee,2018,26507,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2018/Lee.etal.2018.Environmental correlates of relative abundance of potentially dangerous.pdf,,False,,affiliation not found in header
https://openalex.org/A5057706933,R L Hughes,Hughes,2018,26535,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2018/Hughes.etal.2018.The kinematics of envenomation by the yellow stingray.pdf,"Western Kentucky University, 1906 College Heights, Boulevard, Bowling Green, KY 42101, USA",True,"Western Kentucky University, 1906, College Heights Boulevard, Bowling Green, Warren County, Kentucky, 42101, United States",ok
https://openalex.org/A5005374545,Tom Vierus,Vierus,2018,26331,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2018/Vierus.etal.2018.Discovery of a multispecies shark aggregation and.pdf,,False,,affiliation not found in header
https://openalex.org/A5008425147,Brynn M. Devine,Devine,2018,26329,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2018/Devine.etal.2018.First estimates of Greenland shark Somniosus microcephalus local.pdf,,False,,affiliation not found in header
https://openalex.org/A5022639370,Biagio Violi,Violi,2018,26232,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2018/Violi.etal.2018.Assessing ecological and molecular divergence between the.pdf,"School of Biological and Biomedical Sciences, Durham University, South Road, Durham,, DH1 3LE, U.K., †Department of Earth, Environment and Life Sciences, University of, Genova, Corso Europa 26, 16132, Genoa, Italy, ‡Interuniversitary Consortium “Istituto",False,,geocode failed
https://openalex.org/A5077199084,Federica Zennaro,Zennaro,2018,26228,False,,,False,,no PDF found
https://openalex.org/A5066560156,José Castro,Castro,2018,26193,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2018/Castro.etal.2018.Ichnology applied to the study of Cookiecutter shark.pdf,"Instituto Español de Oceanografía, Avda. Beiramar 37,, Vigo, Spain, e-mail:",True,"Instituto Español de Oceanografía, Paseo Antonio Machado, Centro, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29002, España",ok
https://openalex.org/A5112359832,Shin Arunrugstichai,Arunrugstichai,2018,26184,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2018/Arunrugstichai.etal.2018.Catch composition and aspects of the biology of sharks.pdf,"Department of Biology, Prince of Songkla University, Songkhla, 90110, Thailand, †Center of, Excellence for Biodiversity of Peninsular Thailand, Department of Biology, Prince of Songkla, University, Songkhla, 90110, Thailandand ‡CSIRO National Research Collections Australia,",True,"Department of Biology, Καίσαρα Αλεξοπούλου, Ζωγράφου, Αθήνα, Δήμος Ζωγράφου, Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκηση Αττικής, 157 01, Ελλάς",ok
https://openalex.org/A5034934487,Ryo Nozu,Nozu,2018,26217,False,,,False,,no PDF found
https://openalex.org/A5019678924,Wanessa Priscila David do Carmo,Carmo,2018,26214,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2018/Carmo.etal.2018.Age growth Zapteryx breviros Elasmobranchii Rhinobat.pdf,,False,,affiliation not found in header
https://openalex.org/A5109565709,H. D. Pradeep,Pradeep,2018,26122,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2018/Pradeep.etal.2018.First record DNA Barcoding Oman Cownose Ray Rhinoptera.pdf,"Peter Ng (University of Singapore), Gustav Peters (ZFMK, Bonn, Allemagne), Norman I. Platnick (AMNH, New York, États-Unis)",True,"New York, United States",ok
https://openalex.org/A5028672169,Mohammed Abudaya,Abudaya,2018,26012,True,/media/simon/data/Documents/Si Work/Papers & Books/SharkPapers/2018/Abudaya.etal.2018.Speak of the devil ray (Mobula mobular) fishery in Gaza.pdf,"National Research Centre, Gaza City, Palestine, e-mail:",True,"Canadian Photonics Fabrication Centre, Ballard Drive, National Research Council, Rideau-Rockcliffe, Ottawa, Eastern Ontario, Ontario, K1J 6N5, Canada",ok
