species_name,trait_class,trait_name,standard_name,method_name,model_name,value,value_type,precision,precision_type,sample_size,sex,location,reference_doi
species_252,,,,,,,,,,,,,
species_252,,,,,,,,,,,,,
species_252,,,,,,,,,,,,,
species_252,,,,,,,,,,,,,
species_252,,,,,,,,,,,,,
species_252,Length,,,,,25.2,,,,100,,Mexican Central Pacific,
species_252,Length,,,,,26.5,,,,104,,Mexican Central Pacific,
species_252,Length,,,,,44.5,,,,100,,Mexican Central Pacific,
species_252,Length,,,,,36.2,,,,104,,Mexican Central Pacific,
species_252,Length,,,,,14.5,,,,,,Mexican Central Pacific,
species_252,Reproduction,,,,,1.7,mean,1,range,44,,Mexican Central Pacific,
species_252,Length,,,,,14.6,raw_value,,,927,,Sinaloa-Gulf of California,
species_252,Length,,,,,18.3,raw_value,,,927,,Sinaloa-Gulf of California,
species_252,Length,,,,,25.5,raw_value,,,466,,Sinaloa-Gulf of California,
species_252,Length,,,,,21.5,raw_value,,,461,,Sinaloa-Gulf of California,
species_252,Length,,,,,6.9,raw_value,,,,,Sinaloa-Gulf of California,
species_252,Reproduction,,,,,10,raw_value,,,266,,Sinaloa-Gulf of California,
species_252,Reproduction,,,,,March-April,,,,466,,Sinaloa-Gulf of California,
species_252,Reproduction,,,,,August-October,,,,466,,Sinaloa-Gulf of California,
species_252,Reproduction,,,,,4,raw_value,,,466,,Sinaloa-Gulf of California,
species_252,Reproduction,,,,,1.8,mean,1,range,81,,Sinaloa-Gulf of California,
species_252,Reproduction,,,,,0.5,raw_value,,,466,,Sinaloa-Gulf of California,
species_256,,,,,,,,,,,,,
species_256,,,,,,,,,,,,,
species_256,,,,,,,,,,,,,
species_256,,,,,,,,,,,,,
species_256,,,,,,,,,,,,,
species_256,,,,,,,,,,,,,
species_256,,,,,,,,,,,,,
species_256,,,,,,,,,,,,,
species_256,Length,,,,,7.5,mean,7.4,range,1391,,Sinaloa-Gulf of California,
species_256,Length,,,,,8.2,mean,8.1,range,1333,,Sinaloa-Gulf of California,
species_256,Length,,,,,15.1,raw_value,,,1391,,Sinaloa-Gulf of California,
species_256,Length,,,,,12.5,raw_value,,,1333,,Sinaloa-Gulf of California,
species_256,Length,,,,,5,raw_value,,,365,,Sinaloa-Gulf of California,
species_256,Reproduction,,,,,1.5,raw_value,,,1391,,Sinaloa-Gulf of California,
species_256,Reproduction,,,,,41,raw_value,,,1391,,Sinaloa-Gulf of California,
species_256,Reproduction,,,,,1.8,mean,1,range,539,,Sinaloa-Gulf of California,
species_531,,,,,,,,,,,,,
species_531,,,,,,,,,,,,,
species_531,,,,,,,,,,,,,
species_531,,,,,,,,,,,,,
species_531,,,,,,,,,,,,,
species_531,Length,,,,,68.7,raw_value,,,49,,Baja California peninsula,
species_531,Length,,,,,65.1,raw_value,,,56,,Baja California peninsula,
species_531,Length,,,,,96,raw_value,,,105,,Baja California peninsula,
species_531,Reproduction,,,,,50,raw_value,,,49,,Baja California peninsula,
species_531,Reproduction,,,,,31,raw_value,,,49,,Baja California peninsula,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,,,,,,,,,,,,,
species_558,Length,,,,,435,max,,,1,,South Florida,
species_558,Age,,,,,14,max,,,1,,South Florida,
species_558,Length,,,,,381,max,,,1,,South Florida,
species_558,Age,,,,,10.8,max,,,1,,South Florida,
species_558,Growth,,,,,3.93,raw_value,,,15,,South Florida,
species_558,Growth,,,,,448,mean,80,95% Confidence Interval,15,,South Florida,
species_558,Growth,,,,,0.219,mean,0.153,95% Confidence Interval,15,,South Florida,
species_558,Growth,,,,,0.81,mean,1.12,95% Confidence Interval,15,,South Florida,
species_558,Length,,,,,540,,,,,,Southern Florida,
species_558,Reproduction,,,,,15,min,,range,,,Southern Florida,
species_558,Length,,,,,340,,,,,,United States waters ,
species_558,Length,,,,,370,,,,,,United States waters ,
species_558,Length,,,,,455,,,,,,United States waters ,
species_558,Length,,,,,500,,,,,,United States waters ,
species_558,Age,,,,,7,min,,range,,,United States waters ,
species_558,Length,,,,,415,raw_value,,,,,United States waters ,
species_558,Demography,,,,,0,raw_value,,,,,United States waters ,
species_558,Demography,,,,,0.03,raw_value,,,,,United States waters ,
species_558,Demography,,,,,0.09,raw_value,,,,,United States waters ,
species_558,Demography,,,,,0.19,raw_value,,,,,United States waters ,
species_558,Demography,,,,,0,raw_value,,,,,United States waters ,
species_558,Demography,,,,,0.0005,raw_value,,,,,United States waters ,
species_558,Demography,,,,,0.005,raw_value,,,,,United States waters ,
species_558,Demography,,,,,0.025,raw_value,,,,,United States waters ,
species_558,Demography,,,,,0,raw_value,,,,,United States waters ,
species_558,Demography,,,,,0.03,raw_value,,,,,United States waters ,
species_558,Demography,,,,,0.1,raw_value,,,,,United States waters ,
species_558,Demography,,,,,0.22,raw_value,,,,,United States waters ,
species_558,Age,,,,,17.41,,,,,,United States waters ,
species_558,Age,,,,,17.38,,,,,,United States waters ,
species_558,Age,,,,,17.35,,,,,,United States waters ,
species_558,Age,,,,,17.35,,,,,,United States waters ,
species_558,Age,,,,,13.11,,,,,,United States waters ,
species_558,Age,,,,,13.09,,,,,,United States waters ,
species_558,Age,,,,,13.06,,,,,,United States waters ,
species_558,Age,,,,,13.06,,,,,,United States waters ,
species_558,Age,,,,,17.41,,,,,,United States waters ,
species_558,Age,,,,,17.39,,,,,,United States waters ,
species_558,Age,,,,,17.4,,,,,,United States waters ,
species_558,Age,,,,,17.44,,,,,,United States waters ,
species_558,Age,,,,,13.11,,,,,,United States waters ,
species_558,Age,,,,,13.1,,,,,,United States waters ,
species_558,Age,,,,,13.12,,,,,,United States waters ,
species_558,Age,,,,,13.18,,,,,,United States waters ,
species_558,Demography,,,,,0,,,,,,United States waters ,
species_558,Demography,,,,,0.01,,,,,,United States waters ,
species_558,Demography,,,,,0.03,,,,,,United States waters ,
species_558,Demography,,,,,0.08,,,,,,United States waters ,
species_558,Demography,,,,,0.139,,,,,,United States waters ,
species_558,Demography,,,,,0.138,,,,,,United States waters ,
species_558,Demography,,,,,0.136,,,,,,United States waters ,
species_558,Demography,,,,,0.127,,,,,,United States waters ,
species_558,Demography,,,,,0.213,,,,,,United States waters ,
species_558,Demography,,,,,0.212,,,,,,United States waters ,
species_558,Demography,,,,,0.208,,,,,,United States waters ,
species_558,Demography,,,,,0.198,,,,,,United States waters ,
species_558,Demography,,,,,0.139,,,,,,United States waters ,
species_558,Demography,,,,,0.139,,,,,,United States waters ,
species_558,Demography,,,,,0.137,,,,,,United States waters ,
species_558,Demography,,,,,0.13,,,,,,United States waters ,
species_558,Demography,,,,,0.213,,,,,,United States waters ,
species_558,Demography,,,,,0.212,,,,,,United States waters ,
species_558,Demography,,,,,0.21,,,,,,United States waters ,
species_558,Demography,,,,,0.2,,,,,,United States waters ,
species_558,Demography,,,,,1.15,,,,,,United States waters ,
species_558,Demography,,,,,1.149,,,,,,United States waters ,
species_558,Demography,,,,,1.145,,,,,,United States waters ,
species_558,Demography,,,,,1.135,,,,,,United States waters ,
species_558,Demography,,,,,1.237,,,,,,United States waters ,
species_558,Demography,,,,,1.236,,,,,,United States waters ,
species_558,Demography,,,,,1.232,,,,,,United States waters ,
species_558,Demography,,,,,1.219,,,,,,United States waters ,
species_558,Demography,,,,,1.15,,,,,,United States waters ,
species_558,Demography,,,,,1.15,,,,,,United States waters ,
species_558,Demography,,,,,1.147,,,,,,United States waters ,
species_558,Demography,,,,,1.139,,,,,,United States waters ,
species_558,Demography,,,,,1.237,,,,,,United States waters ,
species_558,Demography,,,,,1.236,,,,,,United States waters ,
species_558,Demography,,,,,1.233,,,,,,United States waters ,
species_558,Demography,,,,,1.221,,,,,,United States waters ,
species_558,Reproduction,,,,,7,min,,range,,,"Charlotte Harbor Estuarine System, Florida",
species_558,Reproduction,,,,,1,raw_value,,,1,,"Nassau, Bahamas (Captive: Atlantis, Paradise Island)",
species_558,Length,,,,,410,raw_value,,,1,,"Nassau, Bahamas (Captive: Atlantis, Paradise Island)",
species_558,Reproduction,,,,,6,raw_value,,,1,,"Nassau, Bahamas (Captive: Atlantis, Paradise Island)",
species_558,Length,,,,,47,raw_value,,,1,,"Nassau, Bahamas (Captive: Atlantis, Paradise Island)",
species_558,Length,,,,,450,max,,,1,,"Andros, Bahamas",
species_558,Length,,,,,67.1,min,,range,137,,"Charlotte Harbor Estuarine System, Florida",
species_558,Reproduction,,,,,November,min,,range,137,,"Charlotte Harbor Estuarine System, Florida",
species_558,Length,,,,,432.7,max,,,1,,"Charlotte Harbor Estuarine System, Florida",
species_558,Age,,,,,30,raw_value,,,,,South Florida,
species_558,Demography,,,,,0.139,,,,,,"Western Atlantic, likely Florida",
species_558,Demography,,,,,0.083,,,,,,"Western Atlantic, likely Florida",
species_558,Demography,,,,,0.059,,,,,,"Western Atlantic, likely Florida",
species_558,Demography,,,,,0.083,,,,,,"Western Atlantic, likely Florida",
species_558,Demography,,,,,0.083,,,,,,"Western Atlantic, likely Florida",
species_558,Demography,,,,,0.127,,,,,,"Western Atlantic, likely Florida",
species_558,Demography,,,,,0.099,,,,,,"Western Atlantic, likely Florida",
species_558,Demography,,,,,0.081,,,,,,"Western Atlantic, likely Florida",
species_558,Demography,,,,,0.081,,,,,,"Western Atlantic, likely Florida",
species_558,Demography,,,,,0.13,,,,,,"Western Atlantic, likely Florida",
species_558,Length,,,,,496,max,,,1,,South-west Florida & Florida Keys,
species_558,Length,,,,,253,min,,range,,,South-west Florida & Florida Keys,
species_558,Growth,,,,,0.189,raw_value,,,144,,South-west Florida & Florida Keys,
species_558,Growth,,,,,527,raw_value,,,144,,South-west Florida & Florida Keys,
species_558,Growth,,,,,-0.59,raw_value,,,144,,South-west Florida & Florida Keys,
species_558,Growth,,,,,0.189,raw_value,,,144,,South-west Florida & Florida Keys,
species_558,Growth,,,,,527,raw_value,,,144,,South-west Florida & Florida Keys,
species_558,Growth,,,,,-0.53,raw_value,,,144,,South-west Florida & Florida Keys,
species_558,Growth,,,,,0.14,raw_value,,,144,,South-west Florida & Florida Keys,
species_558,Growth,,,,,600,raw_value,,,144,,South-west Florida & Florida Keys,
species_558,Growth,,,,,-0.863,raw_value,,,144,,South-west Florida & Florida Keys,
species_558,Growth,,,,,0.134,raw_value,,,144,,South-west Florida & Florida Keys,
species_558,Growth,,,,,625,raw_value,,,144,,South-west Florida & Florida Keys,
species_558,Growth,,,,,-0.828,raw_value,,,144,,South-west Florida & Florida Keys,
species_558,Length,,,,,69,min,,range,144,,South-west Florida & Florida Keys,
species_558,Length,,,,,606,max,,,1,,Florida,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,,,,,,,,,,,,,
species_559,Length,,,,,76,raw_value,,,,,Lake Nicaragua,
species_559,Reproduction,,,,,4,min,,range,7,,Lake Nicaragua ,
species_559,Reproduction,,,,,October,min,,range,,,Lake Nicaragua,
species_559,Length,,,,,83,,,,,,"Laloki River System, New Guinea",
species_559,Growth,,,,,85.51,,,,36,,Oriomo River Estuary & other areas of Northern Australia and Papua New Guinea,
species_559,Length,,,,,705,max,,,1,,"Kasimedu fish landing centre, Madras City ",
species_559,Age,,,,,20,,,,,,Western Atlantic - Caribbean or Brazil,
species_559,Age,,,,,22,,,,,,Indo West Pacific - likely Queensland,
species_559,Demography,,,,,0.119,min,,range,,,Indo West Pacific - likely Queensland,
species_559,Demography,,,,,0.55,,,,,,Western Atlantic - Caribbean or Brazil,
species_559,Demography,,,,,0.09,,,,,,Western Atlantic - Caribbean or Brazil,
species_559,Demography,,,,,0.68,,,,,,Indo West Pacific - likely Queensland,
species_559,Demography,,,,,0.09,,,,,,Queensland,
species_559,Demography,,,,,0.03,,,,,,Western Atlantic - Caribbean or Brazil,
species_559,Demography,,,,,0.12,,,,,,Indo West Pacific - likely Queensland,
species_559,Age,,,,,17.2,,,,,,Western Atlantic - Caribbean or Brazil,
species_559,Age,,,,,14.6,,,,,,Indo West Pacific - likely Queensland,
species_559,Reproduction,,,,,20,raw_value,,,1,,"Maranhão State, Brazil",
species_559,Length,,,,,75.5,min,,range,,,"Maranhão State, Brazil",
species_559,Relationships,,,,,1.47,mean,0.044,,12,,"Gulf of Carpentaria, QLD, Australia",
species_559,Relationships,,,,,-5.71,mean,6.55,,12,,"Gulf of Carpentaria, QLD, Australia",
species_559,Length,,,,,600,max,,,,,"Gulf of Carpentaria, QLD, Australia",
species_559,Reproduction,,,,,125,raw_value,,,1,,"Gulf of Carpentaria, QLD, Australia",
species_559,Length,,,,,303,raw_value,,,1,,"Gulf of Carpentaria, QLD, Australia",
species_559,Reproduction,,,,,4,raw_value,,,1,,"Gulf of Carpentaria, QLD, Australia",
species_559,Length,,,,,72,min,,range,17,,"Gulf of Carpentaria, QLD, Australia",
species_559,Length,,,,,280,min,,range,,,"Gulf of Carpentaria, QLD, Australia",
species_559,Reproduction,,,,,1,,,,,,"Gulf of Carpentaria, QLD, Australia",
species_559,Growth,,,,,0.08,,,,41,,"Gulf of Carpentaria, QLD, Australia",
species_559,Growth,,,,,638,,,,41,,"Gulf of Carpentaria, QLD, Australia",
species_559,Growth,,,,,-1.55,,,,41,,"Gulf of Carpentaria, QLD, Australia",
species_559,Growth,,,,,74.4,,,,41,,"Gulf of Carpentaria, QLD, Australia",
species_559,Growth,,,,,0.08,,,,83,,"Gulf of Carpentaria, QLD, Australia",
species_559,Growth,,,,,589,,,,83,,"Gulf of Carpentaria, QLD, Australia",
species_559,Growth,,,,,-1.84,,,,83,,"Gulf of Carpentaria, QLD, Australia",
species_559,Growth,,,,,80.62,,,,83,,"Gulf of Carpentaria, QLD, Australia",
species_559,Length,,,,,582,max,,,1,,"Gulf of Carpentaria, QLD, Australia",
species_559,Age,,,,,8,,,,44,,"Gulf of Carpentaria, QLD, Australia",
species_559,Age,,,,,28,,,,1,,"Gulf of Carpentaria, QLD, Australia",
species_559,Age,,,,,35.6,,,,1,,"Gulf of Carpentaria, QLD, Australia",
species_559,Age,,,,,8,,,,83,,"Gulf of Carpentaria, QLD, Australia",
species_559,Age,,,,,28,,,,1,,"Gulf of Carpentaria, QLD, Australia",
species_559,Age,,,,,35.9,,,,1,,"Gulf of Carpentaria, QLD, Australia",
species_559,Growth,,,,,6.1,raw_value,,,,,"Gulf of Carpentaria, QLD, Australia",
species_559,Growth,,,,,0.862,raw_value,,,33,,"Gulf of Carpentaria, QLD, Australia",
species_559,Length,,,,,76,raw_value,,,,,"Gulf of Carpentaria, QLD, Australia",
species_559,Length,,,,,76.5,,,,,,Australia ,
species_559,Demography,,,,,0.139,min,,range,,,Lake Nicaragua-Rio San Juan System,
species_559,Demography,,,,,0.27,,,,,,Lake Nicaragua-Rio San Juan System,
species_559,Demography,,,,,0.09,,,,,,Lake Nicaragua-Rio San Juan System,
species_559,Demography,,,,,0.05,min,,range,,,Lake Nicaragua-Rio San Juan System,
species_559,Growth,,,,,0.089,,,,,,Lake Nicaragua-Rio San Juan System,
species_559,Growth,,,,,456,,,,,,Lake Nicaragua-Rio San Juan System,
species_559,Growth,,,,,-1.98,,,,,,Lake Nicaragua-Rio San Juan System,
species_559,Growth,,,,,73.67,,,,,,Lake Nicaragua-Rio San Juan System,
species_559,Relationships,,,,,2.56,,,,24,,Lake Nicaragua-Rio San Juan System,
species_559,Relationships,,,,,4.0e-05,,,,24,,Lake Nicaragua-Rio San Juan System,
species_559,Length,,,,,87,,,,,,"Batang Hari Basin, Central Sumatra, Indonesia",
species_559,Growth,,,,,0.066,,,,36,,Oriomo River Estuary & other areas of Northern Australia and Papua New Guinea,
species_559,Growth,,,,,363,,,,36,,Oriomo River Estuary & other areas of Northern Australia and Papua New Guinea,
species_559,Growth,,,,,0.047,,,,36,,Oriomo River Estuary & other areas of Northern Australia and Papua New Guinea,
species_559,Growth,,,,,398,,,,36,,Oriomo River Estuary & other areas of Northern Australia and Papua New Guinea,
species_559,Growth,,,,,91.24,,,,36,,Oriomo River Estuary & other areas of Northern Australia and Papua New Guinea,
species_559,Length,,,,,361.1,max,,,,,Oriomo River Estuary & other areas of Northern Australia and Papua New Guinea,
species_559,Age,,,,,20,,,,,,Oriomo River Estuary & other areas of Northern Australia and Papua New Guinea,
species_559,Age,,,,,44,,,,,,Oriomo River Estuary & other areas of Northern Australia and Papua New Guinea,
species_559,Age,,,,,41.3,,,,,,Oriomo River Estuary & other areas of Northern Australia and Papua New Guinea,
species_559,Age,,,,,20,,,,,,Oriomo River Estuary & other areas of Northern Australia and Papua New Guinea,
species_559,Age,,,,,44,,,,,,Oriomo River Estuary & other areas of Northern Australia and Papua New Guinea,
species_559,Age,,,,,58.2,,,,,,Oriomo River Estuary & other areas of Northern Australia and Papua New Guinea,
species_559,Length,,,,,77.8,,,,,,Northern Australia & Papa New guinea ,
species_559,Length,,,,,78.9,,,,,,"Betsiboka River, Madagascar",
species_559,Length,,,,,81.5,,,,,,"Fitzroy River, Australia ",
species_559,Length,,,,,300,raw_value,,,,,"Kimberley Region, Western Australia",
species_559,Length,,,,,73,min,,range,,,Lake Nicaragua-Rio San Juan System,
species_559,Length,,,,,300,raw_value,,,30,,Lake Nicaragua-Rio San Juan System,
species_559,Length,,,,,300,raw_value,,,67,,Lake Nicaragua-Rio San Juan System,
species_559,Reproduction,,,,,1,min,,range,67,,Lake Nicaragua-Rio San Juan System,
species_559,Reproduction,,,,,7.3,mean,,,67,,Lake Nicaragua-Rio San Juan System,
species_559,Length,,,,,305,min,,range,25,,Lake Nicaragua-Rio San Juan System,
species_559,Length,,,,,368.9,mean,,,25,,Lake Nicaragua-Rio San Juan System,
species_559,Reproduction,,,,,0.86:1,raw_value,,,67,,Lake Nicaragua-Rio San Juan System,
species_559,Reproduction,,,,,5,raw_value,,,,,Lake Nicaragua-Rio San Juan System,
species_559,Reproduction,,,,,0.5,,,,52,,Lake Nicaragua-Rio San Juan System,
species_559,Reproduction,,,,,May,min,,range,,,Lake Nicaragua-Rio San Juan System,
species_559,Reproduction,,,,,October,min,,range,,,Lake Nicaragua-Rio San Juan System,
species_559,Reproduction,,,,,Lecithotrophic viviparous,,,,,,Lake Nicaragua-Rio San Juan System,
species_559,Reproduction,,,,,May,min,,range,,,Lake Nicaragua-Rio San Juan System,
species_559,Length,,,,,429,max,,,1,,Lake Nicaragua-Rio San Juan System,
species_559,Length,,,,,384,max,,,1,,Lake Nicaragua-Rio San Juan System,
species_559,Age,,,,,10,,,,377,,Lake Nicaragua-Rio San Juan System,
species_559,Age,,,,,30,,,,377,,Lake Nicaragua-Rio San Juan System,
species_559,Length,,,,,349,max,,,1,,Gulf of Papua,
species_559,Length,,,,,300,raw_value,,,,,"Fitzroy River, Australia ",
species_559,Reproduction,,,,,January,min,,range,,,"Fitzroy River, Australia ",
species_559,Reproduction,,,,,1,min,,range,,,Australia/Papua New Guinea,
species_559,Length,,,,,349,max,,,1,,Gulf of Papua,
species_944,,,,,,,,,,,,,
species_944,,,,,,,,,,,,,
species_944,,,,,,,,,,,,,
species_944,,,,,,,,,,,,,
species_944,,,,,,,,,,,,,
species_944,,,,,,,,,,,,,
species_944,,,,,,,,,,,,,
species_944,,,,,,,,,,,,,
species_944,,,,,,,,,,,,,
species_944,,,,,,,,,,,,,
species_944,,,,,,,,,,,,,
species_944,,,,,,,,,,,,,
species_944,,,,,,,,,,,,,
species_944,,,,,,,,,,,,,
species_944,,,,,,,,,,,,,
species_944,,,,,,,,,,,,,
species_944,,,,,,,,,,,,,
species_944,,,,,,,,,,,,,
species_944,,,,,,,,,,,,,
species_944,,,,,,,,,,,,,
species_944,,,,,,,,,,,,,
species_944,,,,,,,,,,,,,
species_944,,,,,,,,,,,,,
species_944,,,,,,,,,,,,,
species_944,,,,,,,,,,,,,
species_944,,,,,,,,,,,,,
species_944,,,,,,,,,,,,,
species_944,,,,,,,,,,,,,
species_944,,,,,,,,,,,,,
species_944,,,,,,,,,,,,,
species_944,,,,,,,,,,,,,
species_944,,,,,,,,,,,,,
species_944,,,,,,,,,,,,,
species_944,,,,,,,,,,,,,
species_944,,,,,,,,,,,,,
species_944,,,,,,,,,,,,,
species_944,,,,,,,,,,,,,
species_944,,,,,,,,,,,,,
species_944,,,,,,,,,,,,,
species_944,,,,,,,,,,,,,
species_944,,,,,,,,,,,,,
species_944,,,,,,,,,,,,,
species_944,,,,,,,,,,,,,
species_944,,,,,,,,,,,,,
species_944,Growth,,,,,95.41,,,,256,,Gulf of California,
species_944,Growth,,,,,72.33,,,,66,,Gulf of California,
species_944,Growth,,,,,96.13,,,,322,,Gulf of California,
species_944,Length,,,,,93,,,,256,,Gulf of California,
species_944,Length,,,,,81,,,,66,,Gulf of California,
species_944,Age,,,,,14,,,,256,,Gulf of California,
species_944,Age,,,,,9,,,,66,,Gulf of California,
species_944,Growth,,,,,0.14,,,,256,,Gulf of California,
