paper_id,year,category,num_disciplines,disciplines,data_assignment_type
Scharf.etal.2000.Predator size - prey size relation marine fish predators.pdf,2000.0,DATA_primary_with_others,3,"DATA,GEN,TRO",primary
Sims.etal.2000.Filter-f cruising swimming speeds basking sharks compared.pdf,2000.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Simpfendorfer.etal.2000.Stock assessment and risk analysis for the whiskery shark.pdf,2000.0,DATA_cross_cutting,3,"FISH,DATA,GEN",cross_cutting
Steyer.etal.2000.New data on the flora and fauna from the uppermost.pdf,2000.0,DATA_cross_cutting,2,"GEN,DATA",cross_cutting
Tullis.etal.2000.Growth and metabolism in the embryonic white-spotted bamboo.pdf,2000.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Wintner.etal.2000.Preliminary Study of Vertebral Growth Rings in the Whale.pdf,2000.0,DATA_cross_cutting,4,"BIO,DATA,CON,GEN",cross_cutting
Wetherbee.etal.2000.Lipid composition of the liver oil of deep-sea sharks from.pdf,2000.0,DATA_only,1,DATA,primary
Avsar.etal.2001.Age Size reproduc feeding spurdog Squalus acanthias.pdf,2001.0,DATA_cross_cutting,5,"BIO,DATA,FISH,GEN,TRO",cross_cutting
Aguilera.etal.2001.An exceptional coastal upwelling fish assemblage in the.pdf,2001.0,DATA_cross_cutting,2,"FISH,DATA",cross_cutting
Beveridge.etal.2001.Grillotia australis n sp G pristiop n sp Cestoda Trypanor.pdf,2001.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Beveridge.etal.2001.Proemoto n g Cestoda Trypanor with redescri P linstowi.pdf,2001.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Caira.etal.2001.Age associat between nurse shark Ginglymo cirratum.pdf,2001.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Caira.etal.2001.Two new species Acanthob Beneden 1849 Tetraphy Onchobot.pdf,2001.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Chisholm.etal.2001.Euzetia occultum n g n sp Euzetiinae n subf monocoty.pdf,2001.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Chisholm.etal.2001.Calicotyle conundrum do molecules reveal more than.pdf,2001.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Caira.etal.2001.investig co-evolu relation between onchobot tapeworms their.pdf,2001.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Damin.etal.2001.Heliconema minnanensis n. sp. (Physalopteroidae.pdf,2001.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Clarke.etal.2001.Aspects reproduc deepwater sharks Centrosc coelolepis.pdf,2001.0,DATA_only,1,DATA,primary
Chisholm.etal.2001.Phylogen analysis Monocoty Monogenea inferred from 28S rDNA.pdf,2001.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
"Etchegoin.etal.2001.Resurrection of Perissopus galeorhini (Yamaguti, 1936),.pdf",2001.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Francis.etal.2001.Age growth sexual maturity two New Zealand endemic skates.pdf,2001.0,DATA_cross_cutting,4,"BIO,DATA,FISH,GEN",cross_cutting
Francis.etal.2001.Pelagic shark bycatch New Zealand tuna longline fishery.pdf,2001.0,DATA_primary_with_others,3,"DATA,FISH,GEN",primary
Ginter.etal.2001.Chondrichthyan biofacies in the late Famennian of Utah and.pdf,2001.0,DATA_cross_cutting,3,"FISH,DATA,GEN",cross_cutting
Haine.etal.2001.Range of electrosensory detection of prey by Carcharhinus.pdf,2001.0,DATA_only,1,DATA,primary
Kamble.etal.2001.whale shark Rhincodon typus Smith landed Dakti Dahanu.pdf,2001.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Hoffmayer.etal.2001.The physiological response to capture and handling stress.pdf,2001.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
"Jones.etal.2001.Echinobothrium chisholmae n. sp. (Cestoda, Diphyllidea).pdf",2001.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Jovelin.etal.2001.Phylogenetic relationships within the polyopisthocotylean.pdf,2001.0,DATA_cross_cutting,4,"BEH,DATA,BIO,GEN",cross_cutting
Jackson.etal.2001.What was natural in the coastal oceans.pdf,2001.0,DATA_primary_with_others,2,"DATA,GEN",primary
Lowe.etal.2001.Metabolic rates juvenile scalloped hammerhead sharks.pdf,2001.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Lorance.etal.2001.CPUE abundance indices of the main target species of the.pdf,2001.0,DATA_primary_with_others,2,"DATA,GEN",primary
Klimley.etal.2001.Radio-acoustic positioning as a tool for studying.pdf,2001.0,DATA_only,1,DATA,primary
Lowe.etal.2001.Thermal and bioenergetics of elasmobranchs bridging the gap..pdf,2001.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Martin.etal.2001.phylogen placement Chondrichthyes inferences from analysis.pdf,2001.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Kohler.etal.2001.Shark tagging a review of conventional methods and studies..pdf,2001.0,DATA_cross_cutting,3,"FISH,DATA,GEN",cross_cutting
Moore.etal.2001.Metazoan parasites lesser-s dogfish Scyliorh canicula their.pdf,2001.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Pardini.etal.2001.Sex-biased dispersal great white sharks.pdf,2001.0,DATA_cross_cutting,2,"GEN,DATA",cross_cutting
Olson.etal.2001.Two new species Litoboth Dailey 1969 Cestoda Litoboth from.pdf,2001.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Ritter.etal.2001.Food-related dominance between two carcharhinid shark.pdf,2001.0,DATA_cross_cutting,2,"BEH,DATA",cross_cutting
Pratt.etal.2001.A review of elasmobranch reproductive behavior with a case.pdf,2001.0,DATA_cross_cutting,4,"BEH,DATA,GEN,MOV",cross_cutting
Stehmann.etal.2001.First records of advanced embryos and egg capsules of.pdf,2001.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Smale.etal.2001.Behavioural interactions of predators and spawning chokka.pdf,2001.0,DATA_cross_cutting,3,"BIO,DATA,TRO",cross_cutting
Stingo.etal.2001.Selachian cytogenetics a review..pdf,2001.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
"Voegeli.etal.2001.Ultrasonic telemetry, tracking and automated monitoring.pdf",2001.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Walsh.etal.2001.Generalized additive model and regression tree analyses of.pdf,2001.0,DATA_primary_with_others,2,"DATA,GEN",primary
Sundström.etal.2001.Review of elasmobranch behavioral studies using ultrasonic.pdf,2001.0,DATA_cross_cutting,3,"BIO,DATA,TRO",cross_cutting
Watson.etal.2001.Enzyme activities support the use of liver lipid-derived.pdf,2001.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
West.etal.2001.Archival tagging of school shark (Galeorhinus galeus) in.pdf,2001.0,DATA_primary_with_others,2,"DATA,FISH",primary
"Wilson.etal.2001.The seasonal aggregation of whale sharks at Ningaloo Reef,.pdf",2001.0,DATA_primary_with_others,3,"CON,DATA,TRO",primary
Ando.etal.2002.Stomach Contents Nematode Infection Two Deep-water.pdf,2002.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Alonso.etal.2002.Fishery ontogene driven changes diet spiny dogfish Squalus.pdf,2002.0,DATA_cross_cutting,2,"TRO,DATA",cross_cutting
Borucinska.etal.2002.Pancreatic fibrosis ductal ectasia associated with nematode.pdf,2002.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Borucinska.etal.2002.Naturally occurring lesions micro-or two species free-liv.pdf,2002.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Braccini.etal.2002.Intraspecific variation in the external morphology of the.pdf,2002.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Braccini.etal.2002.Reproduc biology Psammoba extenta.pdf,2002.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Chisholm.etal.2002.Efficacy of praziquantel bath treatments for monogenean.pdf,2002.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Bush.etal.2002.Food limitation in a nursery area estimates of daily ration.pdf,2002.0,DATA_cross_cutting,5,"BIO,DATA,FISH,GEN,TRO",cross_cutting
"Brickle.etal.2002.The occurrence of Otodistomum plunketi Fyfe, 1953 (Digenea.pdf",2002.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Clewley.etal.2002.intraery parasite from spiny dogfish Squalus acanthias L.pdf,2002.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Clarke.etal.2002.Catch discarding age estimation growth maturity squalid.pdf,2002.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Dyer.etal.2002.Trimuscu schwartzi n sp Monogenea Capsalidae from skin.pdf,2002.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Davis.etal.2002.Contaminant concentrations in sport fish from San Francisco.pdf,2002.0,DATA_cross_cutting,2,"TRO,DATA",cross_cutting
Freedman.etal.2002.Why are there no really big bony fishes A point-of-view on.pdf,2002.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Francis.etal.2002.New Zealand Demersal Fish Assemblages..pdf,2002.0,DATA_primary_with_others,2,"DATA,GEN",primary
Hamlett.etal.2002.Ultrastructure of Sperm Storage and Male Genital Ducts in a.pdf,2002.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Hammond.etal.2002.meta-ass elasmobranchs based dietary data Bayesian networks.pdf,2002.0,DATA_primary_with_others,2,"DATA,FISH",primary
Henderson.etal.2002.Parasites blue shark Prionace glauca L North-East Atlantic.pdf,2002.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Henderson.etal.2002.investig into metazoan parasites spiny dog fish Squalus.pdf,2002.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Janech.etal.2002.Renal water solute excretion Atlantic stingray fresh water.pdf,2002.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Karlsbakk.etal.2002.Some parasites small-eyed rabbitfish Hydrolagus affinis.pdf,2002.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Bilecenoğlu.etal.2002.Checklist marine fishes Turkey.pdf,2002.0,DATA_cross_cutting,3,"FISH,DATA,GEN",cross_cutting
Kitchell.etal.2002.Role Sharks Longline Fisheries Pelagic Ecosystem Central.pdf,2002.0,DATA_cross_cutting,4,"FISH,GEN,TRO,DATA",cross_cutting
Campbell.etal.2002.The genus Acanthobothrium (Cestoda Tetraphyllidea.pdf,2002.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Lowe.etal.2002.Bioenergetics of free-ranging juvenile scalloped hammerhead.pdf,2002.0,DATA_cross_cutting,4,"BIO,DATA,MOV,TRO",cross_cutting
Martin.etal.2002.Conservation of a dinucleotide simple sequence repeat locus.pdf,2002.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
"Moravec.etal.2002.Proleptus obtusus Dujardin, 1845 (Nematoda Physalopteridae).pdf",2002.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
"Mollet.etal.2002.Distribution of the pelagic stingray, Dasyatis violacea.pdf",2002.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
"Pereira.etal.2002.Osteoma in the skin of a tawny nurse shark, Nebrius.pdf",2002.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Mollet.etal.2002.Comparative populations demography of elasmobranchs using.pdf,2002.0,DATA_cross_cutting,3,"FISH,DATA,GEN",cross_cutting
Pinho.etal.2002.Total Mercury in Muscle Tissue of Five Shark Species from.pdf,2002.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Punt.etal.2002.Assessing the management-related benefits of fixed-station.pdf,2002.0,DATA_cross_cutting,3,"FISH,DATA,GEN",cross_cutting
Renshaw.etal.2002.role adenosine anoxic survival epaulette shark Hemiscyl.pdf,2002.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Routley.etal.2002.Exposure to hypoxia primes the respiratory and metabolic.pdf,2002.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Shepherd.etal.2002.Length and sex-specific associations between spiny dogfish.pdf,2002.0,DATA_primary_with_others,2,"DATA,GEN",primary
Sims.etal.2002.Congruent trends long-term zooplank decline north-east.pdf,2002.0,DATA_only,1,DATA,primary
Simpfendorfer.etal.2002.Results fishery- survey pelagic sharks western North.pdf,2002.0,DATA_primary_with_others,3,"DATA,FISH,GEN",primary
Sundström.etal.2002.Effects of capture and transmitter attachments on the.pdf,2002.0,DATA_cross_cutting,3,"BIO,DATA,TRO",cross_cutting
"Vasileva.etal.2002.Phyllobothrium squali Yamaguti, 1952 (Tetraphyllidea,.pdf",2002.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Walsh.etal.2002.Comparison of logbook reports of incidental blue shark.pdf,2002.0,DATA_primary_with_others,2,"DATA,GEN",primary
Wilson.etal.2002.Distribu zooplank inferred from hydroaco backscat data.pdf,2002.0,DATA_primary_with_others,3,"DATA,GEN,TRO",primary
White.etal.2002.Size and age compositions and reproductive biology of the.pdf,2002.0,DATA_cross_cutting,3,"FISH,DATA,GEN",cross_cutting
Borucinska.etal.2003.Hepatic cholangiocarcinoma and testicular mesothelioma in a.pdf,2003.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Ball.etal.2003.Proposit de Scalithr n gen Cestoda Tetraphy avec comme.pdf,2003.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Brickle.etal.2003.Ontogenetic changes in the feeding habits and dietary.pdf,2003.0,DATA_cross_cutting,3,"GEN,TRO,DATA",cross_cutting
"Baranes.etal.2003.Sharks from the Amirantes Islands, Seychelles, with a.pdf",2003.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Carlson.etal.2003.Respiratory and hematological responses of the bonnethead.pdf,2003.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Costantini.etal.2003.Neonatal and juvenile sandbar sharks in the northern.pdf,2003.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Coelho.etal.2003.Reduction elasmobranch by-catch hake semipela near-bot.pdf,2003.0,DATA_cross_cutting,2,"FISH,DATA",cross_cutting
Chisholm.etal.2003.Invasion of the shovelnose ray (Rhinobatos typus) by.pdf,2003.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Estrada.etal.2003.Predicting trophic position in sharks of the north-west.pdf,2003.0,DATA_cross_cutting,3,"GEN,TRO,DATA",cross_cutting
Dunn.etal.2003.Molecular phylogenetics of Myliobatiform fishes.pdf,2003.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Grosell.etal.2003.Copper homeostasis and toxicity in the elasmobranch Raja.pdf,2003.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
"Ismen.etal.2003.Age, Size, reproduction and food of common stingray.pdf",2003.0,DATA_cross_cutting,2,"FISH,DATA",cross_cutting
Hardie.etal.2003.The nucleotypic effects of cellular DNA content in.pdf,2003.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Jayasinghe.etal.2003.Variation in lipid classes and fatty acid composition of.pdf,2003.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Janech.etal.2003.Molecular and functional characterization of a urea.pdf,2003.0,DATA_primary_with_others,2,"DATA,GEN",primary
"Kajiura.etal.2003.Electroreception in neonatal bonnethead sharks, Sphyrna.pdf",2003.0,DATA_cross_cutting,2,"BEH,DATA",cross_cutting
Kajiura.etal.2003.Maneuvering in juvenile carcharhinid and sphyrnid sharks.pdf,2003.0,DATA_cross_cutting,3,"BEH,DATA,GEN",cross_cutting
Klimpel.etal.2003.Metazoan parasites and food composition of juvenile.pdf,2003.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
"Healy.etal.2003.A revision of Platybothrium Linton, 1890 (Tetraphyllidea.pdf",2003.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Masuda.etal.2003.Vulnerability of Pacific threadfin juveniles to predation.pdf,2003.0,DATA_cross_cutting,2,"FISH,DATA",cross_cutting
Miklos.etal.2003.Effect of temperature on oxygen consumption of the leopard.pdf,2003.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Moeller.etal.2003.Dental fossils fossil record.pdf,2003.0,DATA_cross_cutting,2,"GEN,DATA",cross_cutting
Marques.etal.2003.Systematics and phylogeny of Potamotrygonocestus.pdf,2003.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Ricchiari.etal.2003.Role apoptosis Fas FasL system oogenesis spotted ray.pdf,2003.0,DATA_cross_cutting,3,"BEH,DATA,GEN",cross_cutting
Saglam.etal.2003.Pontobde muricata Trachelo lubrica Hirudinea Piscicol some.pdf,2003.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Robb.etal.2003.Notes on the occurrence of some petalodont shark fossils.pdf,2003.0,DATA_cross_cutting,3,"FISH,DATA,GEN",cross_cutting
Rechisky.etal.2003.Short-term movements of juvenile and neonate sandbar.pdf,2003.0,DATA_cross_cutting,2,"MOV,DATA",cross_cutting
Serrano.etal.2003.Polychaete annelids in the diet of demersal fish from the.pdf,2003.0,DATA_cross_cutting,4,"BIO,DATA,GEN,TRO",cross_cutting
Stekhoven.etal.2003.Organ-related distribution of phospholemman in the spiny.pdf,2003.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Sims.etal.2003.Seasonal movements behaviour basking sharks from archival.pdf,2003.0,DATA_cross_cutting,2,"TRO,DATA",cross_cutting
Stevens.etal.2003.Centroscymnus coelolepis.pdf,2003.0,DATA_only,1,DATA,primary
Sueiro.etal.2003.Developm catechol systems spinal cord dogfish Scyliorh.pdf,2003.0,DATA_primary_with_others,2,"DATA,GEN",primary
Sims.etal.2003.Tractable models testing theories about natural strategies.pdf,2003.0,DATA_cross_cutting,4,"BIO,DATA,FISH,TRO",cross_cutting
Turner.etal.2003.Descript Paeon asymboli n sp Copepoda Sphyriidae parasitic.pdf,2003.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Yamaguchi.etal.2003.Use parasites biological tags separating stocks starspot.pdf,2003.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
"Sherman.etal.2003.The yellow stingray, Urobatis jamaicensis, as a model for.pdf",2003.0,DATA_primary_with_others,5,"DATA,FISH,GEN,MOV,TRO",primary
Wood.etal.2003.Protection natural blackwater against disturba ion fluxes.pdf,2003.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
"Bray.etal.2004.The plerocercus of Ditrachybothridium macrocephalum Rees,.pdf",2004.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Bullard.etal.2004.New locality records for Dermophthirius carcharhini Mac.pdf,2004.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Braccini.etal.2004.Feeding habits of the sandskate Psammobatis extenta.pdf,2004.0,DATA_cross_cutting,3,"GEN,TRO,DATA",cross_cutting
Chisholm.etal.2004.Two new species Dendromo Hargis 1955 Monogenea Monocoty.pdf,2004.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Consoli.etal.2004.First record Carcharh plumbeus Pisces Carcharh from.pdf,2004.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Beveridge.etal.2004.Eutetrarhynchid cestodes from Atlantic and Mediterranean.pdf,2004.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Devaraj.etal.2004.Morphome biology duskyshark Carcharh obscurus Lesueur from.pdf,2004.0,DATA_cross_cutting,2,"FISH,DATA",cross_cutting
Cribb.etal.2004.Anterior adhesive areas adjacent secretions parasitic.pdf,2004.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
"Cooper.etal.2004.Osmotic, sodium, carbon dioxide and acid-base state of the.pdf",2004.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Cooper.etal.2004.Haemoglo function respirat status Port Jackson shark.pdf,2004.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Dean.etal.2004.Anatomy and functional morphology of the feeding apparatus.pdf,2004.0,DATA_cross_cutting,2,"TRO,DATA",cross_cutting
Ginter.etal.2004.first Devonian holoceph tooth from Poland.pdf,2004.0,DATA_cross_cutting,3,"FISH,DATA,GEN",cross_cutting
Gilmour.etal.2004.Branchial membrane-associated carbonic anhydrase activity.pdf,2004.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Gurshin.etal.2004.Short-term survival movements Atlantic sharpnose sharks.pdf,2004.0,DATA_primary_with_others,2,"DATA,FISH",primary
Heupel.etal.2004.Estimation of shark home ranges using passive monitoring.pdf,2004.0,DATA_cross_cutting,2,"MOV,DATA",cross_cutting
Hardie.etal.2004.Genome-size evolution in fishes..pdf,2004.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Hueter.etal.2004.Evidence of Philopatry in Sharks and Implications for the.pdf,2004.0,DATA_cross_cutting,3,"FISH,GEN,DATA",cross_cutting
"Ivanov.etal.2004.A new species of Rhinebothroides Mayes, Brooks & Thorson,.pdf",2004.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Kamura.etal.2004.food habits four species triakid sharks Triakis scyllium.pdf,2004.0,DATA_cross_cutting,2,"TRO,DATA",cross_cutting
Last.etal.2004.Rhinobatos nudidors new species shovelnose ray Batoidea.pdf,2004.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
"Lessa.etal.2004.Age and growth of the blue shark Prionace glauca (Linnaeus,.pdf",2004.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Mabragaña.etal.2004.Reproductive biology of two sympatric skates in the.pdf,2004.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
"Santos.etal.2004.A new species of Pseudanisakis Layman & Borovkova, 1926.pdf",2004.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Sandoval-Castillo.etal.2004.Cryptic isolation of Gulf of California shovelnose.pdf,2004.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
"Sepulveda.etal.2004.Movement patterns, depth preferences, and stomach.pdf",2004.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Tang.etal.2004.A new species of copepod (Siphonostomatoida Caligidae).pdf,2004.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Sueiro.etal.2004.Distribution and development of glutamic acid decarboxylase.pdf,2004.0,DATA_only,1,DATA,primary
Sosebee.etal.2004.Maturity of Skates in Northeast United States Waters..pdf,2004.0,DATA_primary_with_others,3,"DATA,FISH,GEN",primary
Whittington.etal.2004.A comparison of the anterior adhesive system in the.pdf,2004.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Williams.etal.2004.Anthobothrium lesteri n. sp. (Cestoda Tetraphyllidea) in.pdf,2004.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Wilkie.etal.2004.Lamprey parasitism of sharks and teleosts high capacity.pdf,2004.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Winchell.etal.2004.Phylogeny of elasmobranchs based on LSU and SSU ribosomal.pdf,2004.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Andjus.etal.2005.Equilibrium of nucleotides in the dogfish brain..pdf,2005.0,DATA_only,1,DATA,primary
"Arnold.etal.2005.Hematology of the sandbar shark, Carcharhinus plumbeus.pdf",2005.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Beveridge.etal.2005.Redescription of Cetorhinicola acanthocapax Beveridge &.pdf,2005.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Wiese.etal.2004.The Upper Turonian of the Bohemian Cretaceous Basin (Czech.pdf,2004.0,DATA_cross_cutting,3,"BEH,DATA,GEN",cross_cutting
Brunnschweiler.etal.2005.Rapid voluntary stomach eversion in a free-living shark..pdf,2005.0,DATA_cross_cutting,3,"BEH,DATA,BIO",cross_cutting
Smit.etal.2004.curious life-style parasitic stages gnathiid isopods.pdf,2004.0,DATA_cross_cutting,4,"BIO,DATA,GEN,TRO",cross_cutting
Barker.etal.2005.Spatial and ontogenetic variation in growth of.pdf,2005.0,DATA_cross_cutting,4,"FISH,GEN,MOV,DATA",cross_cutting
Beveridge.etal.2005.Three new genera of trypanorhynch cestodes from Australian.pdf,2005.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
"Bishop.etal.2005.Age, growth, maturity, longevity and natural mortality of.pdf",2005.0,DATA_cross_cutting,4,"BIO,DATA,FISH,GEN",cross_cutting
Campana.etal.2005.biology fishery shortfin mako sharks Isurus oxyrinchus.pdf,2005.0,DATA_cross_cutting,4,"BIO,DATA,FISH,GEN",cross_cutting
"Cedrola.etal.2005.Bycatch of skates (Elasmobranchii Arhynchobatidae, Rajidae).pdf",2005.0,DATA_cross_cutting,4,"FISH,DATA,GEN,TRO",cross_cutting
Chisholm.etal.2005.Decacotyle cairae n sp Monogenea Monocoty from gills.pdf,2005.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Caira.etal.2005.unusual blood sequeste tapeworm Sanguile yearsleyi n gen n.pdf,2005.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Chisholm.etal.2005.Dendromo lasti n sp from skin Monocotyle caseyae n sp.pdf,2005.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Cotton.etal.2005.The effects of climate variability on zooplankton and.pdf,2005.0,DATA_primary_with_others,2,"DATA,GEN",primary
Costa.etal.2005.Reproduc biology blackmouth catshark Galeus melastomus.pdf,2005.0,DATA_cross_cutting,4,"BIO,DATA,FISH,GEN",cross_cutting
Ellis.etal.2005.Shark skate ray research MBA Cefas.pdf,2005.0,DATA_cross_cutting,3,"FISH,DATA,GEN",cross_cutting
Fowler.etal.2005.Cetorhinus maximus.pdf,2005.0,DATA_only,1,DATA,primary
Ebert.etal.2005.Reproduc diet habitat use leopard sharks Triakis semifasc.pdf,2005.0,DATA_cross_cutting,4,"GEN,MOV,TRO,DATA",cross_cutting
Ellis.etal.2005.Assessing status demersal elasmobranchs UK waters review.pdf,2005.0,DATA_primary_with_others,3,"DATA,FISH,GEN",primary
Edrén.etal.2005.Homing ability young lemon sharks Negaprion breviros.pdf,2005.0,DATA_cross_cutting,4,"BIO,DATA,GEN,MOV",cross_cutting
Dudley.etal.2005.Sharks caught protective gill nets off KwaZulu- South.pdf,2005.0,DATA_cross_cutting,3,"GEN,TRO,DATA",cross_cutting
Friggens.etal.2005.Four new cestode species from spiral intestine round.pdf,2005.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Friggens.etal.2005.Niche partitio cestode communit two elasmobranchs.pdf,2005.0,DATA_cross_cutting,4,"BIO,DATA,GEN,TRO",cross_cutting
Ginter.etal.2005.revision Cladodus occident late Palaeozoic ctenacan shark.pdf,2005.0,DATA_cross_cutting,3,"FISH,DATA,GEN",cross_cutting
Gómes.etal.2005.Taxonomic reports Homeacan Eucestoda Trypanor Lamnid.pdf,2005.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
Gelsleichter.etal.2005.Organochlorine concentrations in bonnethead sharks (Sphyrna.pdf,2005.0,DATA_cross_cutting,2,"TRO,DATA",cross_cutting
Henderson & Dunne 1999a.pdf,2005.0,DATA_cross_cutting,2,"BIO,DATA",cross_cutting
Heupel.etal.2005.Using acoustic monitoring to evaluate MPAs for shark.pdf,2005.0,DATA_primary_with_others,2,"DATA,MOV",primary
Justine.etal.2005.Huffmanela lata n. sp. (Nematoda Trichosomoididae.pdf,2005.0,DATA_cross_cutting,3,"BIO,DATA,GEN",cross_cutting
